Info 0    [11:53:22.206] Starting TS Server
Info 6768 [12:29:32.601] collectAutoImports: response is complete
Info 6769 [12:29:32.601] collectAutoImports: 4.893354999832809
Info 6770 [12:29:32.601] getCompletionData: Semantic work: 26.313214000314474
Info 6771 [12:29:32.618] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.579080999828875
Info 6772 [12:29:32.628] getCompletionData: Get current token: 0.010050000622868538
Info 6773 [12:29:32.628] getCompletionData: Is inside comment: 0.0025199996307492256
Info 6774 [12:29:32.628] getCompletionData: Get previous token: 0.04915000032633543
Info 6775 [12:29:32.628] getCompletionsAtPosition: isCompletionListBlocker: 0.004879999905824661
Info 6776 [12:29:32.643] getExportInfoMap: cache hit
Info 6777 [12:29:32.658] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6778 [12:29:32.658] collectAutoImports: response is complete
Info 6779 [12:29:32.658] collectAutoImports: 3.557111999951303
Info 6780 [12:29:32.658] getCompletionData: Semantic work: 30.411512999795377
Info 6781 [12:29:32.665] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.5395809998735785
Info 6782 [12:29:32.668] getCompletionData: Get current token: 0.009029999375343323
Info 6783 [12:29:32.668] getCompletionData: Is inside comment: 0.0029899999499320984
Info 6784 [12:29:32.668] getCompletionData: Get previous token: 0.04432000033557415
Info 6785 [12:29:32.668] getCompletionsAtPosition: isCompletionListBlocker: 0.004379999823868275
Info 6786 [12:29:32.679] getExportInfoMap: cache hit
Info 6787 [12:29:32.691] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6788 [12:29:32.691] collectAutoImports: response is complete
Info 6789 [12:29:32.691] collectAutoImports: 3.139154000207782
Info 6790 [12:29:32.691] getCompletionData: Semantic work: 23.59551800042391
Info 6791 [12:29:32.697] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.309792999178171
Info 6792 [12:29:32.701] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6793 [12:29:32.706] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 672 structureChanged: false structureIsReused:: Completely Elapsed: 5.111823000013828ms
Info 6794 [12:29:32.707] Different program with same set of files
Info 6795 [12:29:32.707] getCompletionData: Get current token: 0.008580000139772892
Info 6796 [12:29:32.707] getCompletionData: Is inside comment: 0.0023799994960427284
Info 6797 [12:29:32.707] getCompletionData: Get previous token: 0.043340000323951244
Info 6798 [12:29:32.707] getCompletionsAtPosition: isCompletionListBlocker: 0.004549999721348286
Info 6799 [12:29:32.719] getExportInfoMap: cache hit
Info 6800 [12:29:32.735] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6801 [12:29:32.735] collectAutoImports: response is complete
Info 6802 [12:29:32.735] collectAutoImports: 4.744665999896824
Info 6803 [12:29:32.735] getCompletionData: Semantic work: 28.041415000334382
Info 6804 [12:29:32.755] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.04568799957633
Info 6805 [12:29:32.759] getCompletionData: Get current token: 0.008700000122189522
Info 6806 [12:29:32.759] getCompletionData: Is inside comment: 0.002210000529885292
Info 6807 [12:29:32.759] getCompletionData: Get previous token: 0.04053999949246645
Info 6808 [12:29:32.759] getCompletionsAtPosition: isCompletionListBlocker: 0.004130000248551369
Info 6809 [12:29:32.770] getExportInfoMap: cache hit
Info 6810 [12:29:32.783] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6811 [12:29:32.783] collectAutoImports: response is complete
Info 6812 [12:29:32.783] collectAutoImports: 3.144673000089824
Info 6813 [12:29:32.783] getCompletionData: Semantic work: 23.6987879993394
Info 6814 [12:29:32.789] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.524911000393331
Info 6815 [12:29:32.792] getCompletionData: Get current token: 0.0086899995803833
Info 6816 [12:29:32.792] getCompletionData: Is inside comment: 0.0020200004801154137
Info 6817 [12:29:32.792] getCompletionData: Get previous token: 0.041530000045895576
Info 6818 [12:29:32.792] getCompletionsAtPosition: isCompletionListBlocker: 0.0045900000259280205
Info 6819 [12:29:32.805] getExportInfoMap: cache hit
Info 6820 [12:29:32.817] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6821 [12:29:32.817] collectAutoImports: response is complete
Info 6822 [12:29:32.817] collectAutoImports: 3.0678540002554655
Info 6823 [12:29:32.817] getCompletionData: Semantic work: 25.382128999568522
Info 6824 [12:29:32.824] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.458371000364423
Info 6825 [12:29:32.831] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6826 [12:29:32.837] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 673 structureChanged: false structureIsReused:: Completely Elapsed: 6.0047689992934465ms
Info 6827 [12:29:32.837] Different program with same set of files
Info 6828 [12:29:32.837] getCompletionData: Get current token: 0.010119999758899212
Info 6829 [12:29:32.837] getCompletionData: Is inside comment: 0.00230999942868948
Info 6830 [12:29:32.837] getCompletionData: Get previous token: 0.05208999942988157
Info 6831 [12:29:32.838] getCompletionsAtPosition: isCompletionListBlocker: 0.004799999296665192
Info 6832 [12:29:32.852] getExportInfoMap: cache hit
Info 6833 [12:29:32.869] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6834 [12:29:32.869] collectAutoImports: response is complete
Info 6835 [12:29:32.869] collectAutoImports: 6.707735000178218
Info 6836 [12:29:32.869] getCompletionData: Semantic work: 31.12606899999082
Info 6837 [12:29:32.891] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.545731999911368
Info 6838 [12:29:32.895] getCompletionData: Get current token: 0.0090900007635355
Info 6839 [12:29:32.895] getCompletionData: Is inside comment: 0.0021799998357892036
Info 6840 [12:29:32.895] getCompletionData: Get previous token: 0.04056000057607889
Info 6841 [12:29:32.895] getCompletionsAtPosition: isCompletionListBlocker: 0.0047599999234080315
Info 6842 [12:29:32.906] getExportInfoMap: cache hit
Info 6843 [12:29:32.919] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6844 [12:29:32.919] collectAutoImports: response is complete
Info 6845 [12:29:32.919] collectAutoImports: 3.1510230004787445
Info 6846 [12:29:32.919] getCompletionData: Semantic work: 23.62610699981451
Info 6847 [12:29:32.925] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.329002999700606
Info 6848 [12:29:32.928] getCompletionData: Get current token: 0.008460000157356262
Info 6849 [12:29:32.928] getCompletionData: Is inside comment: 0.0020800000056624413
Info 6850 [12:29:32.928] getCompletionData: Get previous token: 0.0414000004529953
Info 6851 [12:29:32.928] getCompletionsAtPosition: isCompletionListBlocker: 0.004419999197125435
Info 6852 [12:29:32.948] getExportInfoMap: cache hit
Info 6853 [12:29:32.964] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 6854 [12:29:32.964] collectAutoImports: response is complete
Info 6855 [12:29:32.964] collectAutoImports: 3.663730999454856
Info 6856 [12:29:32.964] getCompletionData: Semantic work: 35.914475000463426
Info 6857 [12:29:32.970] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.415831000544131
Info 6858 [12:29:32.974] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6859 [12:29:32.981] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 674 structureChanged: false structureIsReused:: Completely Elapsed: 6.66461499966681ms
Info 6860 [12:29:32.981] Different program with same set of files
Info 6861 [12:29:33.514] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6862 [12:29:33.527] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 675 structureChanged: false structureIsReused:: Completely Elapsed: 12.256206000223756ms
Info 6863 [12:29:33.527] Different program with same set of files
Info 6864 [12:29:33.722] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6865 [12:29:33.727] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 676 structureChanged: false structureIsReused:: Completely Elapsed: 5.640540999360383ms
Info 6866 [12:29:33.727] Different program with same set of files
Info 6867 [12:29:35.976] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6868 [12:29:35.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 677 structureChanged: false structureIsReused:: Completely Elapsed: 11.682040000334382ms
Info 6869 [12:29:35.987] Different program with same set of files
Info 6870 [12:29:36.713] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6871 [12:29:36.722] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 678 structureChanged: false structureIsReused:: Completely Elapsed: 8.685205000452697ms
Info 6872 [12:29:36.722] Different program with same set of files
Info 6873 [12:29:36.722] getCompletionData: Get current token: 0.012519999407231808
Info 6874 [12:29:36.722] getCompletionData: Is inside comment: 0.002460000105202198
Info 6875 [12:29:36.722] getCompletionData: Get previous token: 0.0532200001180172
Info 6876 [12:29:36.722] getCompletionsAtPosition: isCompletionListBlocker: 0.004519999958574772
Info 6877 [12:29:36.735] getExportInfoMap: cache hit
Info 6878 [12:29:36.752] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 5 from cache
Info 6879 [12:29:36.752] collectAutoImports: response is complete
Info 6880 [12:29:36.752] collectAutoImports: 8.309057000093162
Info 6881 [12:29:36.752] getCompletionData: Semantic work: 29.996553999371827
Info 6882 [12:29:36.780] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.672970000654459
Info 6883 [12:29:37.095] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6884 [12:29:37.106] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 679 structureChanged: false structureIsReused:: Completely Elapsed: 10.681514999829233ms
Info 6885 [12:29:37.106] Different program with same set of files
Info 6886 [12:29:37.543] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6887 [12:29:37.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 680 structureChanged: false structureIsReused:: Completely Elapsed: 10.186537999659777ms
Info 6888 [12:29:37.553] Different program with same set of files
Info 6889 [12:29:38.133] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6890 [12:29:38.147] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 681 structureChanged: false structureIsReused:: Completely Elapsed: 13.709029000252485ms
Info 6891 [12:29:38.147] Different program with same set of files
Info 6892 [12:29:38.148] getCompletionData: Get current token: 0.01131999958306551
Info 6893 [12:29:38.148] getCompletionData: Is inside comment: 0.0024399999529123306
Info 6894 [12:29:38.148] getCompletionData: Get previous token: 0.04342000000178814
Info 6895 [12:29:38.148] getCompletionsAtPosition: isCompletionListBlocker: 0.0038899993523955345
Info 6896 [12:29:38.159] getExportInfoMap: cache hit
Info 6897 [12:29:38.191] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 39 from cache
Info 6898 [12:29:38.191] collectAutoImports: response is complete
Info 6899 [12:29:38.191] collectAutoImports: 22.04775600042194
Info 6900 [12:29:38.191] getCompletionData: Semantic work: 43.35660499986261
Info 6901 [12:29:38.916] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6902 [12:29:38.927] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 682 structureChanged: false structureIsReused:: Completely Elapsed: 10.76038399990648ms
Info 6903 [12:29:38.927] Different program with same set of files
Info 6904 [12:29:38.928] getCompletionData: Get current token: 0.05173000041395426
Info 6905 [12:29:38.928] getCompletionData: Is inside comment: 0.009169000200927258
Info 6906 [12:29:38.928] getCompletionData: Get previous token: 0.045099999755620956
Info 6907 [12:29:38.928] getCompletionsAtPosition: isCompletionListBlocker: 0.0041499994695186615
Info 6908 [12:29:38.931] getCompletionData: Semantic work: 2.8137050000950694
Info 6909 [12:29:38.952] getCompletionData: Get current token: 0.036820000037550926
Info 6910 [12:29:38.952] getCompletionData: Is inside comment: 0.005669999867677689
Info 6911 [12:29:38.953] getCompletionData: Get previous token: 0.03061000071465969
Info 6912 [12:29:38.953] getCompletionsAtPosition: isCompletionListBlocker: 0.0038600005209445953
Info 6913 [12:29:38.955] getCompletionData: Semantic work: 2.418218000791967
Info 6914 [12:29:39.731] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6915 [12:29:39.731] Elapsed:: 0.031230000779032707ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6916 [12:29:49.708] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6917 [12:29:49.708] Elapsed:: 0.022149999625980854ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6918 [12:29:49.912] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6919 [12:29:49.922] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 683 structureChanged: false structureIsReused:: Completely Elapsed: 10.744684000499547ms
Info 6920 [12:29:49.923] Different program with same set of files
Info 6921 [12:29:51.178] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6922 [12:29:51.191] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 684 structureChanged: false structureIsReused:: Completely Elapsed: 13.143830999732018ms
Info 6923 [12:29:51.192] Different program with same set of files
Info 6924 [12:29:51.192] getCompletionData: Get current token: 0.009039999917149544
Info 6925 [12:29:51.192] getCompletionData: Is inside comment: 0.0022300006821751595
Info 6926 [12:29:51.192] getCompletionData: Get previous token: 0.04239000007510185
Info 6927 [12:29:51.192] getCompletionsAtPosition: isCompletionListBlocker: 0.011359999887645245
Info 6928 [12:29:51.192] getCompletionData: Semantic work: 0.21542900055646896
Info 6929 [12:29:53.103] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6930 [12:29:53.103] Elapsed:: 0.036850000731647015ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6931 [12:29:53.827] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6932 [12:29:53.827] Elapsed:: 0.02118000015616417ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6933 [12:29:54.031] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6934 [12:29:54.042] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 685 structureChanged: false structureIsReused:: Completely Elapsed: 10.594023999758065ms
Info 6935 [12:29:54.042] Different program with same set of files
Info 6936 [12:29:54.314] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6937 [12:29:54.314] Elapsed:: 0.03268999978899956ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6938 [12:29:54.779] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6939 [12:29:54.779] Elapsed:: 0.03125ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6940 [12:29:54.983] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6941 [12:29:54.994] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 686 structureChanged: false structureIsReused:: Completely Elapsed: 11.117050999775529ms
Info 6942 [12:29:54.994] Different program with same set of files
Info 6943 [12:30:04.631] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6944 [12:30:04.642] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 687 structureChanged: false structureIsReused:: Completely Elapsed: 10.525703000836074ms
Info 6945 [12:30:04.642] Different program with same set of files
Info 6946 [12:30:04.829] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6947 [12:30:04.834] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 688 structureChanged: false structureIsReused:: Completely Elapsed: 5.384071999229491ms
Info 6948 [12:30:04.835] Different program with same set of files
Info 6949 [12:30:05.367] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6950 [12:30:05.378] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 689 structureChanged: false structureIsReused:: Completely Elapsed: 11.436329000629485ms
Info 6951 [12:30:05.379] Different program with same set of files
Info 6952 [12:30:05.382] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6953 [12:30:05.388] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 690 structureChanged: false structureIsReused:: Completely Elapsed: 6.658824000507593ms
Info 6954 [12:30:05.388] Different program with same set of files
Info 6955 [12:30:05.590] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/#index.js# :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6956 [12:30:05.590] Elapsed:: 0.06726900022476912ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/#index.js# :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6957 [12:30:05.895] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6958 [12:30:05.909] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 691 structureChanged: false structureIsReused:: Completely Elapsed: 13.411257999949157ms
Info 6959 [12:30:05.909] Different program with same set of files
Info 6960 [12:30:06.083] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6961 [12:30:06.090] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 692 structureChanged: false structureIsReused:: Completely Elapsed: 7.338689999654889ms
Info 6962 [12:30:06.090] Different program with same set of files
Info 6963 [12:30:21.613] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6964 [12:30:21.623] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 693 structureChanged: false structureIsReused:: Completely Elapsed: 9.36869900021702ms
Info 6965 [12:30:21.623] Different program with same set of files
Info 6966 [12:30:29.895] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6967 [12:30:29.906] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 694 structureChanged: false structureIsReused:: Completely Elapsed: 10.473802999593318ms
Info 6968 [12:30:29.906] Different program with same set of files
Info 6969 [12:30:35.048] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6970 [12:30:35.066] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 695 structureChanged: false structureIsReused:: Completely Elapsed: 18.16998100001365ms
Info 6971 [12:30:35.066] Different program with same set of files
Info 6972 [12:30:35.578] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6973 [12:30:35.589] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 696 structureChanged: false structureIsReused:: Completely Elapsed: 10.54674299992621ms
Info 6974 [12:30:35.589] Different program with same set of files
Info 6975 [12:30:35.933] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6976 [12:30:35.933] Elapsed:: 0.022160000167787075ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6977 [12:30:35.934] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/#index.js# :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6978 [12:30:35.934] Elapsed:: 0.032430000603199005ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/#index.js# :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6979 [12:30:37.099] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6980 [12:30:37.099] Elapsed:: 0.03650000039488077ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6981 [12:30:37.303] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6982 [12:30:37.314] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 697 structureChanged: false structureIsReused:: Completely Elapsed: 10.608431000262499ms
Info 6983 [12:30:37.314] Different program with same set of files
Info 6984 [12:30:37.556] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6985 [12:30:37.562] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 698 structureChanged: false structureIsReused:: Completely Elapsed: 6.053976999595761ms
Info 6986 [12:30:37.562] Different program with same set of files
Info 6987 [12:30:39.175] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6988 [12:30:39.186] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 699 structureChanged: false structureIsReused:: Completely Elapsed: 11.126218999736011ms
Info 6989 [12:30:39.186] Different program with same set of files
Info 6990 [12:30:41.471] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6991 [12:30:41.481] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 700 structureChanged: false structureIsReused:: Completely Elapsed: 10.137784000486135ms
Info 6992 [12:30:41.481] Different program with same set of files
Info 6993 [12:30:41.767] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 6994 [12:30:41.780] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 701 structureChanged: false structureIsReused:: Completely Elapsed: 12.806470000185072ms
Info 6995 [12:30:41.780] Different program with same set of files
Info 6996 [12:30:43.131] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6997 [12:30:43.131] Elapsed:: 0.04227000009268522ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6998 [12:31:12.756] DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 6999 [12:31:12.756] Elapsed:: 0.03293000068515539ms DirectoryWatcher:: Triggered with /home/xanadu/url-shortner/panel/src/linkcreate/.#index.js :: WatchInfo: /home/xanadu/url-shortner/panel/src/linkcreate 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 7000 [12:31:13.220] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 7001 [12:31:13.232] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 702 structureChanged: false structureIsReused:: Completely Elapsed: 12.253419999964535ms
Info 7002 [12:31:13.232] Different program with same set of files
Info 7003 [12:31:19.455] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 7004 [12:31:19.466] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 703 structureChanged: false structureIsReused:: Completely Elapsed: 11.882772999815643ms
Info 7005 [12:31:19.467] Different program with same set of files
Info 7006 [12:31:19.806] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 7007 [12:31:19.816] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 704 structureChanged: false structureIsReused:: Completely Elapsed: 9.770874000154436ms
Info 7008 [12:31:19.816] Different program with same set of files
Info 7009 [12:31:19.816] getCompletionData: Get current token: 0.01576900016516447
Info 7010 [12:31:19.816] getCompletionData: Is inside comment: 0.002319999970495701
Info 7011 [12:31:19.816] getCompletionData: Get previous token: 0.11620000004768372
Info 7012 [12:31:19.816] getCompletionsAtPosition: isCompletionListBlocker: 0.012179999612271786
Info 7013 [12:31:19.849] getCompletionData: Semantic work: 32.034877999685705
Info 7014 [12:31:19.852] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 1.689269999973476
Info 7015 [12:31:20.278] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 7016 [12:31:20.291] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 705 structureChanged: false structureIsReused:: Completely Elapsed: 13.294933999888599ms
Info 7017 [12:31:20.291] Different program with same set of files
Info 7018 [12:31:20.767] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 7019 [12:31:20.780] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 706 structureChanged: false structureIsReused:: Completely Elapsed: 13.577752999961376ms
Info 7020 [12:31:20.780] Different program with same set of files
Info 7021 [12:31:21.092] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 7022 [12:31:21.103] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 707 structureChanged: false structureIsReused:: Completely Elapsed: 10.900817000307143ms
Info 7023 [12:31:21.104] Different program with same set of files
Info 7024 [12:31:21.655] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 7025 [12:31:21.667] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 708 structureChanged: false structureIsReused:: Completely Elapsed: 12.219920000061393ms
Info 7026 [12:31:21.667] Different program with same set of files
Info 7027 [12:31:22.895] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
